Points	Interferogram
245	9.05E-05
246	1.44E-04
247	2.08E-04
248	2.47E-04
249	2.29E-04
250	1.67E-04
251	1.10E-04
252	9.32E-05
253	1.10E-04
254	1.30E-04
255	1.22E-04
256	7.29E-05
257	-1.01E-05
258	-1.04E-04
259	-1.79E-04
260	-2.14E-04
261	-2.06E-04
262	-1.65E-04
263	-9.84E-05
264	-2.58E-05
265	2.04E-05
266	2.49E-05
267	1.19E-05
268	2.51E-05
269	9.15E-05
270	2.00E-04
271	3.05E-04
272	3.57E-04
273	3.33E-04
274	2.43E-04
275	1.17E-04
276	-6.89E-06
277	-9.35E-05
278	-1.27E-04
279	-1.16E-04
280	-8.79E-05
281	-8.17E-05
282	-1.22E-04
283	-1.98E-04
284	-2.62E-04
285	-2.61E-04
286	-1.62E-04
287	1.50E-05
288	1.96E-04
289	3.07E-04
290	3.24E-04
291	2.66E-04
292	1.79E-04
293	1.09E-04
294	8.20E-05
295	9.52E-05
296	1.23E-04
297	1.34E-04
298	9.67E-05
299	-6.20E-06
300	-1.63E-04
301	-3.21E-04
302	-4.00E-04
303	-3.47E-04
304	-1.82E-04
305	1.13E-05
306	1.45E-04
307	1.75E-04
308	1.24E-04
309	5.91E-05
310	4.61E-05
311	1.01E-04
312	1.86E-04
313	2.51E-04
314	2.63E-04
315	2.12E-04
316	1.00E-04
317	-6.07E-05
318	-2.25E-04
319	-3.22E-04
320	-3.10E-04
321	-2.02E-04
322	-5.15E-05
323	6.83E-05
324	9.50E-05
325	2.67E-05
326	-5.82E-05
327	-6.79E-05
328	1.89E-05
329	1.48E-04
330	2.48E-04
331	2.72E-04
332	2.10E-04
333	8.91E-05
334	-4.47E-05
335	-1.50E-04
336	-2.00E-04
337	-1.83E-04
338	-1.08E-04
339	-1.02E-05
340	5.78E-05
341	5.29E-05
342	-2.48E-05
343	-1.18E-04
344	-1.49E-04
345	-7.67E-05
346	6.67E-05
347	2.04E-04
348	2.68E-04
349	2.32E-04
350	1.25E-04
351	8.65E-06
352	-6.54E-05
353	-8.15E-05
354	-5.53E-05
355	-1.11E-05
356	3.10E-05
357	5.03E-05
358	2.49E-05
359	-4.92E-05
360	-1.38E-04
361	-1.83E-04
362	-1.51E-04
363	-4.56E-05
364	8.75E-05
365	1.86E-04
366	2.06E-04
367	1.54E-04
368	7.38E-05
369	1.54E-05
370	5.79E-06
371	3.40E-05
372	6.01E-05
373	6.01E-05
374	4.67E-05
375	2.94E-05
376	-8.54E-06
377	-7.12E-05
378	-1.27E-04
379	-1.46E-04
380	-1.30E-04
381	-8.80E-05
382	-2.62E-05
383	3.12E-05
384	5.04E-05
385	2.95E-05
386	4.11E-06
387	4.45E-06
388	2.62E-05
389	4.94E-05
390	6.97E-05
391	9.48E-05
392	1.18E-04
393	1.22E-04
394	9.84E-05
395	5.22E-05
396	-1.96E-05
397	-1.07E-04
398	-1.68E-04
399	-1.70E-04
400	-1.22E-04
401	-6.83E-05
402	-3.78E-05
403	-3.51E-05
404	-4.84E-05
405	-6.05E-05
406	-5.35E-05
407	-1.58E-05
408	5.02E-05
409	1.27E-04
410	1.89E-04
411	2.16E-04
412	1.92E-04
413	1.09E-04
414	-1.29E-05
415	-1.25E-04
416	-1.73E-04
417	-1.39E-04
418	-5.97E-05
419	2.22E-06
420	4.75E-06
421	-5.18E-05
422	-1.34E-04
423	-1.91E-04
424	-1.79E-04
425	-9.48E-05
426	1.95E-05
427	1.15E-04
428	1.66E-04
429	1.66E-04
430	1.14E-04
431	2.58E-05
432	-5.69E-05
433	-8.96E-05
434	-5.27E-05
435	3.11E-05
436	1.04E-04
437	1.04E-04
438	1.35E-05
439	-1.28E-04
440	-2.44E-04
441	-2.65E-04
442	-1.83E-04
443	-5.00E-05
444	5.73E-05
445	9.60E-05
446	7.83E-05
447	3.89E-05
448	-2.21E-07
449	-2.66E-05
450	-2.31E-05
451	1.80E-05
452	7.63E-05
453	1.15E-04
454	1.05E-04
455	2.89E-05
456	-9.95E-05
457	-2.20E-04
458	-2.53E-04
459	-1.71E-04
460	-3.52E-05
461	6.00E-05
462	6.77E-05
463	1.36E-05
464	-4.23E-05
465	-5.39E-05
466	-1.47E-05
467	4.34E-05
468	8.03E-05
469	8.24E-05
470	6.13E-05
471	2.63E-05
472	-2.35E-05
473	-8.54E-05
474	-1.44E-04
475	-1.68E-04
476	-1.30E-04
477	-4.70E-05
478	1.33E-05
479	-6.06E-06
480	-8.58E-05
481	-1.47E-04
482	-1.25E-04
483	-1.32E-05
484	1.27E-04
485	2.07E-04
486	1.78E-04
487	7.42E-05
488	-2.45E-05
489	-6.44E-05
490	-5.10E-05
491	-2.70E-05
492	-2.86E-05
493	-5.69E-05
494	-9.44E-05
495	-1.39E-04
496	-2.01E-04
497	-2.70E-04
498	-2.99E-04
499	-2.35E-04
500	-6.97E-05
501	1.30E-04
502	2.61E-04
503	2.47E-04
504	1.13E-04
505	-2.64E-05
506	-5.63E-05
507	3.23E-05
508	1.49E-04
509	1.91E-04
510	1.17E-04
511	-4.87E-05
512	-2.36E-04
513	-3.70E-04
514	-4.19E-04
515	-3.88E-04
516	-2.94E-04
517	-1.52E-04
518	5.88E-08
519	9.15E-05
520	6.56E-05
521	-5.35E-05
522	-1.57E-04
523	-1.34E-04
524	3.67E-05
525	2.68E-04
526	4.20E-04
527	3.86E-04
528	1.66E-04
529	-1.22E-04
530	-3.26E-04
531	-3.67E-04
532	-2.81E-04
533	-1.64E-04
534	-8.40E-05
535	-6.65E-05
536	-1.17E-04
537	-2.25E-04
538	-3.45E-04
539	-3.95E-04
540	-3.10E-04
541	-8.14E-05
542	2.17E-04
543	4.48E-04
544	4.87E-04
545	3.15E-04
546	4.11E-05
547	-1.67E-04
548	-2.00E-04
549	-7.42E-05
550	8.43E-05
551	1.41E-04
552	5.44E-05
553	-1.26E-04
554	-3.22E-04
555	-4.66E-04
556	-5.01E-04
557	-4.03E-04
558	-2.01E-04
559	3.14E-05
560	2.18E-04
561	2.82E-04
562	1.86E-04
563	-4.85E-06
564	-1.42E-04
565	-1.22E-04
566	3.64E-05
567	2.22E-04
568	3.15E-04
569	2.48E-04
570	4.94E-05
571	-1.78E-04
572	-3.30E-04
573	-3.64E-04
574	-2.98E-04
575	-1.84E-04
576	-7.55E-05
577	-7.64E-06
578	9.04E-07
579	-5.27E-05
580	-1.40E-04
581	-1.96E-04
582	-1.54E-04
583	-9.86E-06
584	1.65E-04
585	2.75E-04
586	2.68E-04
587	1.59E-04
588	7.16E-06
589	-1.11E-04
590	-1.47E-04
591	-1.16E-04
592	-7.12E-05
593	-5.35E-05
594	-6.10E-05
595	-7.73E-05
596	-9.88E-05
597	-1.26E-04
598	-1.47E-04
599	-1.38E-04
600	-9.15E-05
601	-2.52E-05
602	3.24E-05
603	6.07E-05
604	5.39E-05
605	1.89E-05
606	-2.33E-05
607	-4.36E-05
608	-3.39E-05
609	-1.94E-05
610	-2.40E-05
611	-3.53E-05
612	-2.76E-05
613	-5.08E-06
614	5.48E-06
615	-9.01E-06
616	-4.35E-05
617	-9.09E-05
618	-1.36E-04
619	-1.52E-04
620	-1.26E-04
621	-8.11E-05
622	-4.37E-05
623	-2.42E-05
624	-2.59E-05
625	-4.80E-05
626	-7.47E-05
627	-8.41E-05
628	-6.22E-05
629	-8.61E-06
630	5.56E-05
631	9.26E-05
632	7.96E-05
633	2.71E-05
634	-4.06E-05
635	-1.01E-04
636	-1.31E-04
637	-1.13E-04
638	-5.79E-05
639	-9.84E-06
640	-3.75E-06
641	-4.03E-05
642	-9.84E-05
643	-1.55E-04
644	-1.82E-04
645	-1.53E-04
646	-7.35E-05
647	1.37E-05
648	6.00E-05
649	4.98E-05
650	3.36E-06
651	-4.37E-05
652	-6.10E-05
653	-3.73E-05
654	1.27E-05
655	5.59E-05
656	6.16E-05
657	2.33E-05
658	-4.03E-05
659	-1.06E-04
660	-1.60E-04
661	-1.87E-04
662	-1.65E-04
663	-9.78E-05
664	-3.10E-05
665	-1.39E-05
666	-4.62E-05
667	-8.80E-05
668	-1.02E-04
669	-7.07E-05
670	3.87E-06
671	8.61E-05
672	1.21E-04
673	8.46E-05
674	8.08E-06
675	-5.20E-05
676	-6.68E-05
677	-4.56E-05
678	-1.11E-05
679	1.88E-05
680	2.99E-05
681	1.08E-05
682	-3.98E-05
683	-1.06E-04
684	-1.59E-04
685	-1.66E-04
686	-1.14E-04
687	-2.59E-05
688	4.51E-05
689	5.06E-05
690	-1.48E-05
691	-1.04E-04
692	-1.45E-04
693	-9.76E-05
694	2.05E-05
695	1.42E-04
696	1.99E-04
697	1.65E-04
698	6.53E-05
699	-5.10E-05
700	-1.35E-04
701	-1.57E-04
702	-1.22E-04
703	-6.23E-05
704	-1.29E-05
705	-1.68E-07
706	-4.53E-05
707	-1.47E-04
708	-2.56E-04
709	-2.98E-04
710	-2.22E-04
711	-5.26E-05
712	1.22E-04
713	2.07E-04
714	1.68E-04
715	4.52E-05
716	-8.17E-05
717	-1.35E-04
718	-8.55E-05
719	2.06E-05
720	1.05E-04
721	1.19E-04
722	6.12E-05
723	-4.97E-05
724	-1.85E-04
725	-2.96E-04
726	-3.32E-04
727	-2.72E-04
728	-1.42E-04
729	-5.56E-06
730	7.55E-05
731	6.51E-05
732	-2.19E-05
733	-1.18E-04
734	-1.37E-04
735	-4.43E-05
736	1.03E-04
737	2.04E-04
738	2.01E-04
739	1.12E-04
740	-1.31E-05
741	-1.29E-04
742	-1.99E-04
743	-2.02E-04
744	-1.57E-04
745	-1.06E-04
746	-6.93E-05
747	-4.82E-05
748	-5.25E-05
749	-9.11E-05
750	-1.38E-04
751	-1.43E-04
752	-7.96E-05
753	2.30E-05
754	1.04E-04
755	1.19E-04
756	6.69E-05
757	-1.13E-05
758	-6.57E-05
759	-6.80E-05
760	-3.13E-05
761	3.39E-07
762	-7.83E-06
763	-4.78E-05
764	-8.35E-05
765	-9.18E-05
766	-8.09E-05
767	-7.26E-05
768	-7.79E-05
769	-8.76E-05
770	-8.62E-05
771	-7.10E-05
772	-5.16E-05
773	-3.29E-05
774	-1.33E-05
775	9.03E-06
776	3.61E-05
777	6.49E-05
778	7.67E-05
779	4.79E-05
780	-1.26E-05
781	-5.64E-05
782	-4.01E-05
783	2.73E-05
784	8.88E-05
785	8.49E-05
786	-2.98E-07
787	-1.25E-04
788	-2.19E-04
789	-2.29E-04
790	-1.54E-04
791	-4.25E-05
792	4.30E-05
793	6.92E-05
794	4.37E-05
795	-7.51E-06
796	-6.06E-05
797	-8.90E-05
798	-6.20E-05
799	3.09E-05
800	1.57E-04
801	2.53E-04
802	2.59E-04
803	1.43E-04
804	-6.18E-05
805	-2.55E-04
806	-3.25E-04
807	-2.37E-04
808	-6.48E-05
809	6.98E-05
810	8.86E-05
811	-4.13E-06
812	-1.42E-04
813	-2.42E-04
814	-2.46E-04
815	-1.42E-04
816	3.23E-05
817	2.09E-04
818	3.25E-04
819	3.37E-04
820	2.32E-04
821	4.02E-05
822	-1.55E-04
823	-2.51E-04
824	-1.94E-04
825	-3.10E-05
826	1.22E-04
827	1.55E-04
828	3.50E-05
829	-1.70E-04
830	-3.39E-04
831	-3.74E-04
832	-2.58E-04
833	-5.50E-05
834	1.37E-04
835	2.45E-04
836	2.53E-04
837	1.80E-04
838	5.68E-05
839	-7.01E-05
840	-1.39E-04
841	-1.05E-04
842	1.77E-05
843	1.50E-04
844	1.99E-04
845	1.19E-04
846	-6.26E-05
847	-2.55E-04
848	-3.56E-04
849	-3.08E-04
850	-1.45E-04
851	3.06E-05
852	1.34E-04
853	1.42E-04
854	8.32E-05
855	-4.39E-06
856	-8.30E-05
857	-1.15E-04
858	-7.95E-05
859	9.97E-06
860	1.12E-04
861	1.80E-04
862	1.80E-04
863	9.99E-05
864	-3.55E-05
865	-1.61E-04
866	-2.04E-04
867	-1.39E-04
868	-1.00E-05
869	1.07E-04
870	1.58E-04
871	1.29E-04
872	4.03E-05
873	-6.22E-05
874	-1.30E-04
875	-1.37E-04
876	-8.79E-05
877	-3.93E-06
878	8.66E-05
879	1.49E-04
880	1.50E-04
881	8.33E-05
882	-2.19E-05
883	-1.11E-04
884	-1.33E-04
885	-6.41E-05
886	7.30E-05
887	2.11E-04
888	2.70E-04
889	2.13E-04
890	6.84E-05
891	-8.68E-05
892	-1.77E-04
893	-1.70E-04
894	-8.75E-05
895	1.98E-05
896	1.01E-04
897	1.19E-04
898	6.07E-05
899	-4.70E-05
900	-1.52E-04
901	-2.02E-04
902	-1.62E-04
903	-2.02E-05
904	1.80E-04
905	3.38E-04
906	3.55E-04
907	2.20E-04
908	1.65E-05
909	-1.36E-04
910	-1.58E-04
911	-5.43E-05
912	9.84E-05
913	2.03E-04
914	1.96E-04
915	8.10E-05
916	-7.59E-05
917	-2.01E-04
918	-2.57E-04
919	-2.33E-04
920	-1.25E-04
921	4.75E-05
922	2.14E-04
923	2.81E-04
924	2.05E-04
925	3.36E-05
926	-1.21E-04
927	-1.50E-04
928	-2.38E-05
929	1.84E-04
930	3.41E-04
931	3.46E-04
932	2.01E-04
933	8.16E-09
934	-1.46E-04
935	-1.89E-04
936	-1.51E-04
937	-7.57E-05
938	8.16E-06
939	7.31E-05
940	8.77E-05
941	3.61E-05
942	-6.36E-05
943	-1.60E-04
944	-1.85E-04
945	-8.66E-05
946	1.12E-04
947	3.00E-04
948	3.59E-04
949	2.57E-04
950	8.21E-05
951	-3.87E-05
952	-4.45E-05
953	3.13E-05
954	1.11E-04
955	1.36E-04
956	9.81E-05
957	2.71E-05
958	-4.06E-05
959	-9.06E-05
960	-1.28E-04
961	-1.47E-04
962	-1.21E-04
963	-3.30E-05
964	8.34E-05
965	1.54E-04
966	1.33E-04
967	5.22E-05
968	-1.79E-06
969	3.14E-05
970	1.34E-04
971	2.31E-04
972	2.54E-04
973	1.86E-04
974	7.44E-05
975	-9.21E-06
976	-2.65E-05
977	-3.42E-06
978	2.65E-06
979	-2.80E-05
980	-6.02E-05
981	-5.86E-05
982	-3.48E-05
983	-1.99E-05
984	-1.71E-05
985	-1.59E-06
986	4.51E-05
987	1.17E-04
988	1.85E-04
989	2.09E-04
990	1.67E-04
991	8.81E-05
992	3.34E-05
993	4.29E-05
994	9.46E-05
995	1.25E-04
996	9.00E-05
997	6.88E-06
998	-6.76E-05
999	-8.89E-05
1000	-5.69E-05
1001	-1.10E-06
1002	5.15E-05
1003	8.92E-05
1004	1.09E-04
1005	1.11E-04
1006	1.01E-04
1007	8.45E-05
1008	6.90E-05
1009	7.51E-05
1010	1.19E-04
1011	1.77E-04
1012	1.97E-04
1013	1.43E-04
1014	3.96E-05
1015	-5.60E-05
1016	-9.40E-05
1017	-5.89E-05
1018	2.56E-05
1019	1.07E-04
1020	1.38E-04
1021	1.09E-04
1022	5.88E-05
1023	2.39E-05
1024	1.57E-05
1025	3.67E-05
1026	9.31E-05
1027	1.73E-04
1028	2.32E-04
1029	2.25E-04
1030	1.43E-04
1031	2.16E-05
1032	-8.13E-05
1033	-1.16E-04
1034	-6.70E-05
1035	3.24E-05
1036	1.18E-04
1037	1.36E-04
1038	8.47E-05
1039	1.03E-05
1040	-3.78E-05
1041	-3.75E-05
1042	6.15E-06
1043	7.92E-05
1044	1.62E-04
1045	2.17E-04
1046	2.07E-04
1047	1.26E-04
1048	1.66E-05
1049	-6.37E-05
1050	-7.71E-05
1051	-1.71E-05
1052	8.48E-05
1053	1.65E-04
1054	1.70E-04
1055	9.72E-05
1056	6.52E-07
1057	-5.86E-05
1058	-5.83E-05
1059	-1.37E-05
1060	5.07E-05
1061	1.13E-04
1062	1.47E-04
1063	1.36E-04
1064	8.32E-05
1065	1.44E-05
1066	-3.68E-05
1067	-4.03E-05
1068	1.88E-05
1069	1.20E-04
1070	2.05E-04
1071	2.20E-04
1072	1.59E-04
1073	7.36E-05
1074	1.91E-05
1075	1.47E-05
1076	4.40E-05
1077	7.90E-05
1078	9.53E-05
1079	7.91E-05
1080	3.62E-05
1081	-1.33E-05
1082	-5.11E-05
1083	-7.06E-05
1084	-6.89E-05
1085	-3.62E-05
1086	3.28E-05
1087	1.13E-04
1088	1.61E-04
1089	1.59E-04
1090	1.40E-04
1091	1.40E-04
1092	1.64E-04
1093	1.96E-04
1094	2.22E-04
1095	2.19E-04
1096	1.65E-04
1097	7.23E-05
1098	-1.24E-05
1099	-6.04E-05
1100	-8.48E-05
1101	-1.07E-04
1102	-1.24E-04
1103	-1.14E-04
1104	-7.20E-05
1105	-1.20E-05
1106	5.16E-05
1107	1.15E-04
1108	1.81E-04
1109	2.42E-04
1110	2.85E-04
1111	3.11E-04
1112	3.23E-04
1113	3.05E-04
1114	2.42E-04
1115	1.58E-04
1116	8.77E-05
1117	2.76E-05
1118	-4.75E-05
1119	-1.36E-04
1120	-2.05E-04
1121	-2.28E-04
1122	-2.01E-04
1123	-1.34E-04
1124	-4.04E-05
1125	6.26E-05
1126	1.45E-04
1127	1.93E-04
1128	2.25E-04
1129	2.68E-04
1130	3.18E-04
1131	3.48E-04
1132	3.47E-04
1133	3.16E-04
1134	2.46E-04
1135	1.25E-04
1136	-2.45E-05
1137	-1.54E-04
1138	-2.32E-04
1139	-2.59E-04
1140	-2.44E-04
1141	-1.88E-04
1142	-1.11E-04
1143	-4.59E-05
1144	-5.28E-06
1145	3.63E-05
1146	1.11E-04
1147	2.20E-04
1148	3.34E-04
1149	4.23E-04
1150	4.55E-04
1151	4.06E-04
1152	2.80E-04
1153	1.25E-04
1154	1.51E-06
1155	-6.55E-05
1156	-9.39E-05
1157	-1.15E-04
1158	-1.41E-04
1159	-1.67E-04
1160	-1.85E-04
1161	-1.84E-04
1162	-1.46E-04
1163	-5.79E-05
1164	7.11E-05
1165	2.09E-04
1166	3.23E-04
1167	3.89E-04
1168	3.80E-04
1169	2.91E-04
1170	1.70E-04
1171	9.48E-05
1172	9.29E-05
1173	1.23E-04
1174	1.20E-04
1175	5.53E-05
1176	-5.60E-05
1177	-1.71E-04
1178	-2.43E-04
1179	-2.36E-04
1180	-1.43E-04
1181	-8.42E-06
1182	1.01E-04
1183	1.57E-04
1184	1.83E-04
1185	1.93E-04
1186	1.73E-04
1187	1.31E-04
1188	1.17E-04
1189	1.64E-04
1190	2.33E-04
1191	2.58E-04
1192	2.11E-04
1193	9.92E-05
1194	-4.22E-05
1195	-1.47E-04
1196	-1.51E-04
1197	-5.53E-05
1198	6.70E-05
1199	1.33E-04
1200	1.18E-04
1201	5.94E-05
1202	1.73E-05
1203	1.70E-05
1204	4.82E-05
1205	9.71E-05
1206	1.55E-04
1207	2.02E-04
1208	2.09E-04
1209	1.71E-04
1210	1.07E-04
1211	3.90E-05
1212	-4.35E-06
1213	1.02E-05
1214	9.08E-05
1215	1.88E-04
1216	2.23E-04
1217	1.61E-04
1218	4.65E-05
1219	-4.18E-05
1220	-5.37E-05
1221	4.25E-06
1222	8.74E-05
1223	1.41E-04
1224	1.28E-04
1225	5.50E-05
1226	-2.55E-05
1227	-5.87E-05
1228	-3.24E-05
1229	3.06E-05
1230	1.09E-04
1231	1.86E-04
1232	2.33E-04
1233	2.22E-04
1234	1.54E-04
1235	6.72E-05
1236	7.11E-06
1237	7.33E-06
1238	7.03E-05
1239	1.55E-04
1240	1.93E-04
1241	1.33E-04
1242	-6.87E-06
1243	-1.46E-04
1244	-2.01E-04
1245	-1.45E-04
1246	-1.64E-05
1247	1.16E-04
1248	1.95E-04
1249	1.92E-04
1250	1.22E-04
1251	4.20E-05
1252	1.07E-05
1253	4.38E-05
1254	1.16E-04
1255	1.94E-04
1256	2.50E-04
1257	2.49E-04
1258	1.68E-04
1259	2.49E-05
1260	-1.16E-04
1261	-1.85E-04
1262	-1.50E-04
1263	-3.37E-05
1264	1.02E-04
1265	1.76E-04
1266	1.38E-04
1267	1.48E-05
1268	-9.96E-05
1269	-1.17E-04
1270	-2.29E-05
1271	1.22E-04
1272	2.37E-04
1273	2.74E-04
1274	2.31E-04
1275	1.37E-04
1276	3.10E-05
1277	-4.53E-05
1278	-6.45E-05
1279	-2.55E-05
1280	5.22E-05
1281	1.41E-04
1282	1.98E-04
1283	1.72E-04
1284	5.25E-05
1285	-8.93E-05
1286	-1.49E-04
1287	-8.08E-05
1288	6.54E-05
1289	1.96E-04
1290	2.38E-04
1291	1.76E-04
1292	5.38E-05
1293	-4.56E-05
1294	-6.30E-05
1295	-8.44E-06
1296	6.05E-05
1297	1.07E-04
1298	1.40E-04
1299	1.70E-04
1300	1.74E-04
1301	1.31E-04
1302	5.44E-05
1303	-5.35E-06
1304	-8.14E-07
1305	7.66E-05
1306	1.78E-04
1307	2.24E-04
1308	1.69E-04
1309	4.12E-05
1310	-7.46E-05
1311	-1.01E-04
1312	-3.78E-05
1313	4.33E-05
1314	7.11E-05
1315	4.48E-05
1316	1.66E-05
1317	2.23E-05
1318	5.36E-05
1319	8.67E-05
1320	1.09E-04
1321	1.22E-04
1322	1.45E-04
1323	1.93E-04
1324	2.43E-04
1325	2.42E-04
1326	1.66E-04
1327	6.00E-05
1328	-1.34E-06
1329	1.68E-05
1330	7.28E-05
1331	8.87E-05
1332	2.83E-05
1333	-6.93E-05
1334	-1.34E-04
1335	-1.23E-04
1336	-5.03E-05
1337	3.73E-05
1338	9.32E-05
1339	1.12E-04
1340	1.28E-04
1341	1.71E-04
1342	2.24E-04
1343	2.46E-04
1344	2.23E-04
1345	1.88E-04
1346	1.83E-04
1347	2.08E-04
1348	2.11E-04
1349	1.45E-04
1350	1.89E-05
1351	-1.05E-04
1352	-1.66E-04
1353	-1.45E-04
1354	-7.10E-05
1355	-3.60E-06
1356	9.81E-06
1357	-1.86E-05
1358	-2.68E-05
1359	2.59E-05
1360	1.16E-04
1361	1.96E-04
1362	2.51E-04
1363	2.86E-04
1364	3.04E-04
1365	2.90E-04
1366	2.36E-04
1367	1.45E-04
1368	4.00E-05
1369	-4.03E-05
1370	-5.55E-05
1371	-8.29E-06
1372	3.87E-05
1373	1.92E-05
1374	-6.40E-05
1375	-1.44E-04
1376	-1.59E-04
1377	-9.15E-05
1378	3.40E-05
1379	1.68E-04
1380	2.61E-04
1381	2.88E-04
1382	2.62E-04
1383	2.09E-04
1384	1.45E-04
1385	8.94E-05
1386	6.52E-05
1387	8.61E-05
1388	1.40E-04
1389	1.80E-04
1390	1.53E-04
1391	5.29E-05
1392	-7.11E-05
1393	-1.47E-04
1394	-1.30E-04
1395	-2.03E-05
1396	1.36E-04
1397	2.61E-04
1398	2.97E-04
1399	2.39E-04
1400	1.36E-04
1401	4.81E-05
1402	1.05E-05
1403	3.46E-05
1404	1.08E-04
1405	1.91E-04
1406	2.33E-04
1407	1.94E-04
1408	8.32E-05
1409	-4.37E-05
1410	-1.19E-04
1411	-1.01E-04
1412	1.54E-05
1413	1.89E-04
1414	3.33E-04
1415	3.72E-04
1416	2.96E-04
1417	1.58E-04
1418	3.20E-05
1419	-2.28E-05
1420	1.27E-05
1421	1.07E-04
1422	1.99E-04
1423	2.28E-04
1424	1.56E-04
1425	3.72E-06
1426	-1.47E-04
1427	-2.11E-04
1428	-1.61E-04
1429	-1.84E-05
1430	1.66E-04
1431	3.22E-04
1432	3.78E-04
1433	3.19E-04
